freq,c_resid,terrtypo,nace_r2,unit,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,FOR,DEG1,I551-I553,NR,UKK3	0 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKK4	761744 	: 	: 	2193284 	2069890 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKL	1465950 	: 	: 	3191386 	3082890 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKL1	128228 	: 	: 	713735 	717610 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKL2	1337723 	: 	: 	2477651 	2365280 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKM	4869120 	: 	: 	14565458 	15892330 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKM5	1015858 	: 	: 	1759685 	1674900 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKM6	700776 	: 	: 	1650918 	1517230 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKN	431444 	: 	: 	8336000 	8436400 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,NR,UKN0	431444 	: 	: 	8336000 	8436400 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,DEG1,I551-I553,PCH_PRE,AT	: 	3.13 	5.05 	5.74 	3.04 	3.7 	4 	6.52 	-74.28 	10.09 	160.92 	32.52 	11.68 
A,FOR,DEG1,I551-I553,PCH_PRE,AT1	: 	3.63 	5.88 	5.67 	3.08 	2.87 	4.85 	7.23 	-77.51 	9.44 	192.17 	34.71 	12.09 
A,FOR,DEG1,I551-I553,PCH_PRE,AT13	: 	3.63 	5.88 	5.67 	3.08 	2.87 	4.85 	7.23 	-77.51 	9.44 	192.17 	34.71 	11.11 
A,FOR,DEG1,I551-I553,PCH_PRE,AT2	: 	3.25 	3.4 	8.19 	4.78 	5.64 	-7.2 	3.13 	-58.8 	27.77 	75.96 	15.7 	9.78 
A,FOR,DEG1,I551-I553,PCH_PRE,AT21	: 	0.65 	-1.57 	7.67 	1.7 	5.02 	-6.44 	1.77 	-50.56 	40.61 	56.83 	1.97 	-1.24 
A,FOR,DEG1,I551-I553,PCH_PRE,AT22	: 	4.24 	5.24 	8.38 	5.84 	5.84 	-7.45 	3.58 	-61.48 	22.4 	85.15 	21.29 	13.55 
A,FOR,DEG1,I551-I553,PCH_PRE,AT3	: 	1.55 	2.8 	5.44 	2.56 	5.99 	3.75 	4.9 	-66.65 	7.28 	114.46 	29.74 	10.78 
A,FOR,DEG1,I551-I553,PCH_PRE,AT31	: 	-0.36 	-2.29 	1.85 	3.05 	-0.73 	-0.34 	9.49 	-61.65 	35.56 	70.47 	25.28 	24.64 
A,FOR,DEG1,I551-I553,PCH_PRE,AT32	: 	2.71 	5.3 	5.21 	4.19 	9.09 	3.3 	6.07 	-68.83 	8.36 	116.43 	31.32 	-0.75 
A,FOR,DEG1,I551-I553,PCH_PRE,AT33	: 	0.32 	0.4 	7.17 	-0.51 	2.66 	6.07 	1.13 	-64.05 	-5.4 	134.58 	28.58 	6.93 
A,FOR,DEG1,I551-I553,PCH_PRE,BE	: 	2.49 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,BE1	: 	4.76 	: @C	: @C	-20.58 	21.96 	9.06 	4.94 	-77.77 	25.27 	191.02 	16.86 	4.8 
A,FOR,DEG1,I551-I553,PCH_PRE,BE10	: 	4.76 	: @C	: @C	-20.58 	21.96 	9.06 	4.94 	-77.77 	25.27 	191.02 	16.86 	4.8 
A,FOR,DEG1,I551-I553,PCH_PRE,BE2	: 	0.65 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,BE21	: 	-3.51 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,BE22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,BE23	: 	1.8 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,BE24	: 	13.44 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,BE25	: 	1.6 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,BE3	: 	-4.08 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,BE31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,BE32	: 	-1.7 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,BE33	: 	-3.82 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,BE34	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,BE35	: 	-12.38 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,BG	: 	4.26 	-3.2 	0.1 	19.51 	5.27 	2.88 	-4.29 	-71.96 	82.69 	51.45 	15.96 	1.66 
A,FOR,DEG1,I551-I553,PCH_PRE,BG3	: 	4.42 	-7.53 	-2.03 	22.9 	1.07 	4.06 	-5.77 	-72.47 	91.01 	37.71 	17.43 	1.3 
A,FOR,DEG1,I551-I553,PCH_PRE,BG31	: 	-9.98 	-0.34 	7.23 	13.94 	19.95 	-23.25 	17 	141.13 	-75.26 	178.69 	51.77 	-68.41 
A,FOR,DEG1,I551-I553,PCH_PRE,BG32	: 	0.67 	-4.88 	3.08 	6.65 	7.28 	25.72 	-0.51 	-67.93 	25.09 	85.63 	21.44 	-12.47 
A,FOR,DEG1,I551-I553,PCH_PRE,BG33	: 	3.43 	-9.74 	0.23 	24.87 	-0.1 	4.4 	-5.49 	-74.92 	109.74 	32.95 	17.31 	3.78 
A,FOR,DEG1,I551-I553,PCH_PRE,BG34	: 	33.48 	30.88 	-33.41 	-4.81 	22.83 	-8.22 	-19.86 	-63.18 	67.46 	87 	4.52 	1.03 
A,FOR,DEG1,I551-I553,PCH_PRE,BG4	: 	3.63 	13.34 	6.74 	9.81 	18.72 	-0.34 	-0.1 	-70.59 	61.78 	92.2 	12.83 	2.47 
A,FOR,DEG1,I551-I553,PCH_PRE,BG41	: 	6.58 	12.18 	5.21 	9.94 	18.34 	0.59 	0.75 	-71.18 	63.37 	96.88 	8.58 	4.83 
A,FOR,DEG1,I551-I553,PCH_PRE,BG42	: 	-10.58 	20.02 	14.95 	9.17 	20.6 	-4.84 	-4.47 	-67.4 	54.21 	68.45 	37.96 	-8.49 
A,FOR,DEG1,I551-I553,PCH_PRE,CH	: 	: 	: 	: 	: 	5.99 	4.45 	0.7 	: 	: 	123.18 	25.77 	5.5 
A,FOR,DEG1,I551-I553,PCH_PRE,CH0	: 	: 	: 	: 	: 	5.99 	4.45 	0.7 	: 	: 	123.18 	25.77 	5.5 
A,FOR,DEG1,I551-I553,PCH_PRE,CH01	: 	: 	: 	: 	: 	4.72 	3.08 	1.1 	: 	: 	120.35 	21.14 	5.42 
A,FOR,DEG1,I551-I553,PCH_PRE,CH02	: 	: 	: 	: 	: 	2.93 	13.56 	0.45 	: 	: 	111.92 	38.31 	11.69 
A,FOR,DEG1,I551-I553,PCH_PRE,CH03	: 	: 	: 	: 	: 	9.72 	2.28 	3.52 	: 	: 	97.91 	24.67 	6.62 
A,FOR,DEG1,I551-I553,PCH_PRE,CH04	: 	: 	: 	: 	: 	6.08 	5.46 	0.12 	: 	: 	136.04 	26.33 	3.87 
A,FOR,DEG1,I551-I553,PCH_PRE,CH05	: 	: 	: 	: 	: 	11.51 	11.39 	-6.15 	: 	: 	63.64 	15.86 	2.69 
A,FOR,DEG1,I551-I553,PCH_PRE,CH06	: 	: 	: 	: 	: 	8.13 	4.34 	0.09 	: 	: 	156.6 	35.1 	7.85 
A,FOR,DEG1,I551-I553,PCH_PRE,CH07	: 	: 	: 	: 	: 	3.22 	-2.08 	0.96 	: 	: 	85.28 	16.44 	0.8 
A,FOR,DEG1,I551-I553,PCH_PRE,CY	: 	-13.42 	-3.6 	-0.15 	15.21 	6.35 	10.44 	0.04 	-79.38 	160.65 	52.47 	6.94 	19.57 
A,FOR,DEG1,I551-I553,PCH_PRE,CY0	: 	-13.42 	-3.6 	-0.15 	15.21 	6.35 	10.44 	0.04 	-79.38 	160.65 	52.47 	6.94 	19.57 
A,FOR,DEG1,I551-I553,PCH_PRE,CY00	: 	-13.42 	-3.6 	-0.15 	15.21 	6.35 	10.44 	0.04 	-79.38 	160.65 	52.47 	6.94 	19.57 
A,FOR,DEG1,I551-I553,PCH_PRE,CZ	: 	1.27 	1.34 	5.33 	4.84 	8.67 	0.95 	2.05 	-76.72 	-3.77 	193.8 	21.01 	9.76 
A,FOR,DEG1,I551-I553,PCH_PRE,CZ0	: 	1.27 	1.34 	5.33 	4.84 	8.67 	0.95 	2.05 	-76.72 	-3.77 	193.8 	21.01 	9.76 
A,FOR,DEG1,I551-I553,PCH_PRE,CZ01	: 	0.93 	2.49 	7.17 	4.72 	7.42 	0 	1.48 	-78.31 	-3.46 	215.28 	31.09 	10.55 
A,FOR,DEG1,I551-I553,PCH_PRE,CZ02	: 	-20.55 	-36.29 	39.28 	0.85 	99.56 	8.12 	30.78 	-70.8 	-6.83 	70.9 	39.91 	31.19 
A,FOR,DEG1,I551-I553,PCH_PRE,CZ03	: 	-3.66 	15.12 	14.9 	6.76 	2.32 	15.44 	3.91 	-73.54 	-9.02 	148.03 	37.9 	8.37 
A,FOR,DEG1,I551-I553,PCH_PRE,CZ04	: 	0.05 	-8.16 	-13.08 	4.08 	14.48 	0.38 	3.83 	-69.57 	-23.85 	165.39 	-88.21 	-1.01 
A,FOR,DEG1,I551-I553,PCH_PRE,CZ05	: 	-4.13 	-12.84 	15.42 	2.66 	24.78 	3.24 	-1.86 	-61.34 	-1.11 	92.87 	10.43 	-1.63 
A,FOR,DEG1,I551-I553,PCH_PRE,CZ06	: 	14.25 	5.08 	0.49 	10.89 	22.18 	11.57 	10.01 	-73 	19.38 	92.5 	31.44 	3.43 
A,FOR,DEG1,I551-I553,PCH_PRE,CZ07	: 	12.6 	7.38 	-3.45 	11.65 	8.26 	6.41 	0.03 	-67.81 	16.1 	156.19 	5.18 	1.2 
A,FOR,DEG1,I551-I553,PCH_PRE,CZ08	: 	16.27 	-10.95 	15.99 	-2.98 	14.49 	0.3 	2.25 	-67.64 	34.32 	78.71 	10 	7.56 
A,FOR,DEG1,I551-I553,PCH_PRE,DE	: 	6.18 	6.56 	6.3 	1.66 	4.46 	5.61 	3.34 	-69.64 	3.57 	141.27 	21.75 	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,DE1	: 	4.55 	6.38 	8.72 	-0.37 	2.8 	4.34 	2.22 	-61.98 	5.5 	121.45 	22.17 	2.35 
A,FOR,DEG1,I551-I553,PCH_PRE,DE11	: 	3.21 	9.79 	9.58 	0.4 	3.97 	5.09 	3.04 	-60.74 	7.6 	117.33 	23.5 	11.64 
A,FOR,DEG1,I551-I553,PCH_PRE,DE12	: 	5.86 	2.35 	5.94 	-2.42 	1.99 	2.25 	1.31 	-67.71 	3.48 	123.14 	22.07 	6.35 
A,FOR,DEG1,I551-I553,PCH_PRE,DE13	: 	5.99 	6.32 	9.36 	1.47 	2.11 	4.73 	2.14 	-56.26 	-2.69 	145.64 	19.53 	-2.35 
A,FOR,DEG1,I551-I553,PCH_PRE,DE14	: 	3.01 	6.64 	12.41 	-0.65 	2.03 	6.42 	1.8 	-61.93 	18.11 	93.02 	22.82 	-31.77 
A,FOR,DEG1,I551-I553,PCH_PRE,DE2	: 	5.11 	5.17 	5.34 	-1.54 	11.79 	8.65 	3.51 	-71.8 	3.65 	168.25 	23.43 	8.45 
A,FOR,DEG1,I551-I553,PCH_PRE,DE21	: 	6.68 	5.08 	5.01 	-3.55 	14.12 	8.8 	4.85 	-73.6 	6.85 	172.4 	23.74 	8.59 
A,FOR,DEG1,I551-I553,PCH_PRE,DE22	: 	-4.88 	6.17 	-0.03 	22.6 	-0.26 	6.91 	17.34 	-57.35 	-2.03 	54.51 	21.95 	-51.98 
A,FOR,DEG1,I551-I553,PCH_PRE,DE23	: 	2.31 	0.9 	6.91 	1.91 	6.08 	6.58 	0.58 	-64.57 	-0.99 	141.84 	31.21 	11.29 
A,FOR,DEG1,I551-I553,PCH_PRE,DE24	: 	-2.6 	8.03 	13.38 	3.89 	2.97 	7.71 	-1.31 	-66.59 	10.04 	143.6 	21.36 	-0.6 
A,FOR,DEG1,I551-I553,PCH_PRE,DE25	: 	0.22 	7.74 	5.14 	6.01 	5.69 	10.06 	-3.09 	-67.38 	-10.35 	182.96 	19.87 	15.57 
A,FOR,DEG1,I551-I553,PCH_PRE,DE26	: 	0.01 	8.05 	7.18 	-1.45 	-3.77 	2.46 	-0.11 	-63.79 	-3.81 	121.92 	17.69 	11.39 
A,FOR,DEG1,I551-I553,PCH_PRE,DE27	: 	3.43 	-4.18 	10.25 	0.84 	12.32 	6.22 	0.08 	-64.57 	5.42 	164.77 	29.46 	2.13 
A,FOR,DEG1,I551-I553,PCH_PRE,DE3	: 	9.17 	8.13 	9.2 	3.89 	-1.32 	7.89 	2.73 	-75.98 	9.03 	149.83 	17.52 	7.27 
A,FOR,DEG1,I551-I553,PCH_PRE,DE30	: 	9.17 	8.13 	9.2 	3.89 	-1.32 	7.89 	2.73 	-75.98 	9.03 	149.83 	17.52 	7.27 
A,FOR,DEG1,I551-I553,PCH_PRE,DE4	: 	12.18 	-4.29 	3.83 	0.33 	-1.84 	5.32 	0.43 	-55.19 	15.2 	98.97 	13.48 	3.94 
A,FOR,DEG1,I551-I553,PCH_PRE,DE40	: 	12.18 	-4.29 	3.83 	0.33 	-1.84 	5.32 	0.43 	-55.19 	15.2 	98.97 	13.48 	3.94 
A,FOR,DEG1,I551-I553,PCH_PRE,DE5	: 	: 	: 	: 	-2.73 	1.45 	6.18 	1.79 	-64.76 	7.09 	112.55 	18.56 	6.7 
A,FOR,DEG1,I551-I553,PCH_PRE,DE50	: 	: 	: 	: 	-2.73 	1.45 	6.18 	1.79 	-64.76 	7.09 	112.55 	18.56 	6.7 
A,FOR,DEG1,I551-I553,PCH_PRE,DE6	: 	11.35 	10.29 	5.87 	5.52 	5.07 	4.38 	5.67 	-69.72 	8.12 	146.14 	15.21 	6.78 
A,FOR,DEG1,I551-I553,PCH_PRE,DE60	: 	11.35 	10.29 	5.87 	5.52 	5.07 	4.38 	5.67 	-69.72 	8.12 	146.14 	15.21 	6.78 
A,FOR,DEG1,I551-I553,PCH_PRE,DE7	: 	2.41 	7.18 	7.75 	3.31 	5.1 	6.39 	2.8 	-66.7 	-5.53 	136.5 	24 	8.62 
A,FOR,DEG1,I551-I553,PCH_PRE,DE71	: 	3.98 	7.65 	7.76 	2.94 	3.82 	7.45 	3.29 	-67.24 	-6.26 	138.01 	25.92 	10.61 
A,FOR,DEG1,I551-I553,PCH_PRE,DE72	: 	13.56 	-7.29 	2.96 	11.58 	4.74 	5.27 	-3.65 	-60.08 	8.67 	74.97 	17.5 	-73.21 
A,FOR,DEG1,I551-I553,PCH_PRE,DE73	: 	-31.38 	4.26 	10.41 	8.93 	39.72 	-14.23 	-5.68 	-55.86 	1.91 	142.01 	-8.5 	0.15 
A,FOR,DEG1,I551-I553,PCH_PRE,DE8	: 	-4.07 	9.83 	-0.19 	-6.82 	-2.65 	6.44 	7.7 	-58.58 	-13.09 	106.29 	20.14 	-35.75 
A,FOR,DEG1,I551-I553,PCH_PRE,DE80	: 	-4.07 	9.83 	-0.19 	-6.82 	-2.65 	6.44 	7.7 	-58.58 	-13.09 	106.29 	20.14 	-35.75 
A,FOR,DEG1,I551-I553,PCH_PRE,DE9	: 	4.63 	-0.04 	12.07 	1.61 	2.09 	0.46 	4.79 	-63.81 	-6.72 	135.93 	25.63 	-8.25 
A,FOR,DEG1,I551-I553,PCH_PRE,DE91	: 	13.87 	0.23 	13.94 	0.53 	8.98 	10.4 	10.15 	-65.56 	-6.86 	117.38 	29.43 	-3.79 
A,FOR,DEG1,I551-I553,PCH_PRE,DE92	: 	3.35 	1.36 	10.66 	-0.48 	1.78 	-4.41 	1.56 	-63.97 	-12.53 	173.37 	26.65 	-2.84 
A,FOR,DEG1,I551-I553,PCH_PRE,DE93	: 	-9.12 	-2.96 	6.52 	-3.56 	-0.78 	-2.95 	1.66 	-66.69 	3.67 	120.89 	9.16 	-50.36 
A,FOR,DEG1,I551-I553,PCH_PRE,DE94	: 	2.48 	-4.32 	18.4 	17.2 	-9.67 	-2.76 	4.31 	-55.9 	7.06 	83.87 	21.88 	-19.91 
A,FOR,DEG1,I551-I553,PCH_PRE,DEA	: 	4.37 	6.64 	0.7 	1.54 	6.66 	-0.82 	4.69 	-68.44 	2.11 	145.07 	30.54 	10.12 
A,FOR,DEG1,I551-I553,PCH_PRE,DEA1	: 	5.27 	6.35 	-2.09 	6.91 	2.5 	-0.02 	3.06 	-69.14 	-4.36 	162.74 	35.74 	6.13 
A,FOR,DEG1,I551-I553,PCH_PRE,DEA2	: 	4.04 	8.19 	5.39 	-4.45 	9.71 	-1.63 	6.71 	-70.88 	5.65 	151.17 	25.44 	12.27 
A,FOR,DEG1,I551-I553,PCH_PRE,DEA3	: 	1.79 	4.72 	-8.2 	-0.07 	17.43 	-6.01 	-1.18 	-49.41 	28.03 	90.17 	20.94 	22.25 
A,FOR,DEG1,I551-I553,PCH_PRE,DEA4	: 	4.6 	-4.48 	-4.39 	9.93 	25.95 	-5.51 	-1.95 	-53.65 	-2.97 	76.61 	13.84 	11.76 
A,FOR,DEG1,I551-I553,PCH_PRE,DEA5	: 	2.29 	4.19 	-4.51 	5.65 	3.49 	3.76 	7.47 	-62.86 	3.97 	104.14 	42.59 	13.43 
A,FOR,DEG1,I551-I553,PCH_PRE,DEB	: 	2.58 	1.62 	1.93 	-1.25 	3.02 	7.19 	5.86 	-54.34 	-5.85 	107.07 	10.05 	-0.94 
A,FOR,DEG1,I551-I553,PCH_PRE,DEB1	: 	5.24 	2.4 	8.57 	-4.69 	-1.4 	1.98 	-0.21 	-51.22 	-10.98 	152.37 	11.58 	-5.73 
A,FOR,DEG1,I551-I553,PCH_PRE,DEB2	: 	-5.03 	-0.64 	3.1 	-4.53 	5.04 	5.45 	-1.99 	-57.25 	-13.84 	138.97 	14.16 	-3.37 
A,FOR,DEG1,I551-I553,PCH_PRE,DEB3	: 	5.52 	2.39 	-0.6 	1.37 	3.56 	9.49 	10.79 	-54.07 	-1.76 	86.62 	7.98 	1.67 
A,FOR,DEG1,I551-I553,PCH_PRE,DEC	: 	10.45 	19.81 	-0.84 	-4.24 	-2.21 	-2.86 	6.45 	-48.51 	4.35 	82.73 	36.51 	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,DEC0	: 	10.45 	19.81 	-0.84 	-4.24 	-2.21 	-2.86 	6.45 	-48.51 	4.35 	82.73 	36.51 	: @C
A,FOR,DEG1,I551-I553,PCH_PRE,DED	: 	6.5 	-0.29 	4.04 	0.88 	7.88 	5.97 	-1.08 	-60.21 	-0.97 	94.51 	22.78 	3.16 
A,FOR,DEG1,I551-I553,PCH_PRE,DED2	: 	3.62 	6.01 	6.11 	0.42 	3.97 	6.28 	-0.86 	-62.66 	-10.2 	111.63 	28.01 	3.89 
A,FOR,DEG1,I551-I553,PCH_PRE,DED4	: 	9.71 	-6.35 	-20.64 	-7.27 	12.66 	-1.36 	0.34 	-53.18 	17.41 	24.09 	15.49 	-37.9 
A,FOR,DEG1,I551-I553,PCH_PRE,DED5	: 	11.02 	-9.68 	8.27 	3.93 	14.67 	7.06 	-1.78 	-57.2 	9.54 	89.5 	16.29 	8.6 
A,FOR,DEG1,I551-I553,PCH_PRE,DEE	: 	-1.09 	-0.98 	7.48 	0.81 	11.66 	-11.39 	3.76 	-49.68 	8.5 	59.96 	12.57 	-19.61 
A,FOR,DEG1,I551-I553,PCH_PRE,DEE0	: 	-1.09 	-0.98 	7.48 	0.81 	11.66 	-11.39 	3.76 	-49.68 	8.5 	59.96 	12.57 	-19.61 
A,FOR,DEG1,I551-I553,PCH_PRE,DEF	: 	8.47 	8.13 	7.58 	-3.12 	9.86 	1.53 	1.95 	-49.3 	6.61 	84.95 	16.09 	3.82 
A,FOR,DEG1,I551-I553,PCH_PRE,DEF0	: 	8.47 	8.13 	7.58 	-3.12 	9.86 	1.53 	1.95 	-49.3 	6.61 	84.95 	16.09 	3.82 
A,FOR,DEG1,I551-I553,PCH_PRE,DK	: 	5.76 	8.43 	6.01 	4.09 	4.17 	7.44 	2.71 	-75.7 	43.24 	168.79 	16.65 	12.06 
A,FOR,DEG1,I551-I553,PCH_PRE,DK0	: 	5.76 	8.43 	6.01 	4.09 	4.17 	7.44 	2.71 	-75.7 	43.24 	168.79 	16.65 	12.06 
A,FOR,DEG1,I551-I553,PCH_PRE,DK01	: 	5.63 	9.31 	4.52 	5.26 	3.94 	8.04 	2.8 	-77.1 	46.22 	175.01 	18.65 	13.15 
A,FOR,DEG1,I551-I553,PCH_PRE,DK03	: 	17.92 	-4.06 	12.13 	-4.36 	6.77 	10.3 	4.93 	-67.6 	68.55 	113.88 	4.14 	4.06 
A,FOR,DEG1,I551-I553,PCH_PRE,DK04	: 	12.29 	14.53 	13.49 	1.6 	15.96 	-2.83 	-5.2 	-62.85 	14.06 	139.48 	4.5 	2.36 
A,FOR,DEG1,I551-I553,PCH_PRE,DK05	: 	-1.75 	-10.05 	30.79 	-13.05 	-6.17 	5.75 	10.4 	-59.92 	22.75 	122.76 	-5.67 	-0.29 
A,FOR,DEG1,I551-I553,PCH_PRE,EA	: 	6.63 	5.39 	6.27 	2.09 	11.36 e	4.66 e	3.06 	-75.71 	40.29 	152.55 	22.68 	7.19 
A,FOR,DEG1,I551-I553,PCH_PRE,EA19	: 	: 	: 	: 	2.09 	11.36 e	4.66 e	3.06 	-75.71 	40.29 	152.55 	: 	: 
A,FOR,DEG1,I551-I553,PCH_PRE,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.96 	7.19 
A,FOR,DEG1,I551-I553,PCH_PRE,EE	: 	-0.12 	2.49 	-3.2 	6.79 	3.86 	0.46 	4.22 	-68.25 	-0.79 	120.63 	16.41 	10.47 
A,FOR,DEG1,I551-I553,PCH_PRE,EE0	: 	-0.12 	2.49 	-3.2 	6.79 	3.86 	0.46 	4.22 	-68.25 	-0.79 	120.63 	16.41 	10.47 
A,FOR,DEG1,I551-I553,PCH_PRE,EE00	: 	-0.12 	2.49 	-3.2 	6.79 	3.86 	0.46 	4.22 	-68.25 	-0.79 	120.63 	16.41 	10.47 
A,FOR,DEG1,I551-I553,PCH_PRE,EL	: 	10.27 	28.87 	4.17 	1.34 	8.68 	28.16 	1.79 	-75.09 	86.01 	113.04 	18.52 	4.12 
A,FOR,DEG1,I551-I553,PCH_PRE,EL3	: 	10.14 	32.63 	2.9 	-0.15 	8.79 	21.56 	1.81 	-75.73 	79.52 	125.07 	19.38 	3.81 
A,FOR,DEG1,I551-I553,PCH_PRE,EL30	: 	10.14 	32.63 	2.9 	-0.15 	8.79 	21.56 	1.81 	-75.73 	79.52 	125.07 	19.38 	3.81 
A,FOR,DEG1,I551-I553,PCH_PRE,EL4	: 	19.85 	10.24 	11.93 	4.1 	-0.31 	176.18 	-7.09 	-63.9 	127.49 	67.9 	8.18 	1.28 
A,FOR,DEG1,I551-I553,PCH_PRE,EL43	: 	19.85 	10.24 	11.93 	4.1 	-0.31 	176.18 	-7.09 	-63.9 	127.49 	67.9 	8.18 	1.28 
A,FOR,DEG1,I551-I553,PCH_PRE,EL5	: 	6.77 	20.65 	8.23 	3.97 	12.05 	21.13 	5.47 	-78.68 	81.92 	112.06 	24.04 	7.25 
A,FOR,DEG1,I551-I553,PCH_PRE,EL51	: 	71.58 	13.13 	11.67 	-6.73 	10.55 	29.19 	4.4 	-78.85 	86.01 	99.62 	19.66 	22.77 
A,FOR,DEG1,I551-I553,PCH_PRE,EL52	: 	0.03 	21.36 	7.65 	4.92 	10.51 	18.23 	5.33 	-78.11 	82.94 	112.2 	25.04 	5.76 
A,FOR,DEG1,I551-I553,PCH_PRE,EL54	: 	12.77 	31.02 	8.73 	17.74 	38.29 	41.58 	8.63 	-83.94 	60.27 	139.05 	19.21 	-2.39 
A,FOR,DEG1,I551-I553,PCH_PRE,EL6	: 	21.07 	17.11 	2.35 	20.55 	0.82 	19.42 	8.08 	-70.3 	83.73 	86.64 	12.09 	5.32 
A,FOR,DEG1,I551-I553,PCH_PRE,EL61	: 	-0.57 	2.92 	6.68 	23.25 	-7.84 	49.34 	7.22 	-65.84 	78.82 	32.99 	14.45 	5.98 
A,FOR,DEG1,I551-I553,PCH_PRE,EL63	: 	15.15 	23.09 	-6.69 	21.12 	8.27 	28.2 	0.72 	-73.4 	79.91 	152.45 	1.9 	16 
A,FOR,DEG1,I551-I553,PCH_PRE,EL65	: 	89.25 	31.95 	5.3 	17.05 	5.29 	-19.02 	19.22 	-74.65 	99.59 	131.39 	20.7 	-5.54 
A,FOR,DEG1,I551-I553,PCH_PRE,ES	: 	6.15 	7.32 	10.22 	7.32 	18.99 	0.03 	2.61 	-78.53 	75.06 	142.57 	16.7 	6.87 
A,FOR,DEG1,I551-I553,PCH_PRE,ES1	: 	6.86 	9.27 	13.62 	10.52 	10.81 	-1.94 	4.99 	-77.54 	133.83 	135.62 	25.06 	-10.28 
A,FOR,DEG1,I551-I553,PCH_PRE,ES11	: 	7.35 	8.43 	16.35 	7.32 	10.92 	-3.4 	5.68 	-78.52 	140.97 	151.77 	31.8 	-19.65 
A,FOR,DEG1,I551-I553,PCH_PRE,ES12	: 	0.57 	18.17 	17.37 	17.72 	3.66 	-3.42 	6.68 	-77.83 	115.09 	123.79 	20.93 	13.29 
A,FOR,DEG1,I551-I553,PCH_PRE,ES13	: 	11.88 	3.62 	-2.29 	16.62 	20.37 	6.08 	0.42 	-73.16 	128.53 	90.53 	-1.28 	16.02 
A,FOR,DEG1,I551-I553,PCH_PRE,ES2	: 	5.98 	8.55 	9.23 	14.42 	12.17 	5.77 	5.5 	-73.91 	76.59 	131.66 	14.07 	10.27 
A,FOR,DEG1,I551-I553,PCH_PRE,ES21	: 	6.06 	6.14 	12.56 	12.38 	11.38 	4.96 	5.5 	-74.44 	88.74 	135.24 	14.46 	9.54 
A,FOR,DEG1,I551-I553,PCH_PRE,ES22	: 	7.31 	14.39 	5.86 	13.2 	31.09 	4.54 	0.51 	-74.04 	62.13 	110.8 	31.9 	14.97 
A,FOR,DEG1,I551-I553,PCH_PRE,ES23	: 	20.8 	10.85 	-2.53 	8.81 	1.48 	-1.04 	-1.49 	-78.91 	129.14 	142.23 	19.48 	-4.94 
